id,title,description,servings,time_minutes,difficulty,category,tags,image,image_prompt
kottfarsbiffar-med-pasta-och-graddsas,Köttfärsbiffar med pasta och gräddsås,"En tydlig vardagstallrik med köttfärsbiffar, pasta och gräddsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-pasta-och-graddsas.png,"beef patties with pasta, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-pasta-och-citronsas,Köttfärsbiffar med pasta och citronsås,"En tydlig vardagstallrik med köttfärsbiffar, pasta och citronsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-pasta-och-citronsas.png,"beef patties with pasta, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-bulgur-och-kall-ortsas,Köttfärsbiffar med bulgur och kall örtsås,"En tydlig vardagstallrik med köttfärsbiffar, bulgur och kall örtsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-bulgur-och-kall-ortsas.png,"beef patties with bulgur, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-bulgur-och-vitlokssas,Köttfärsbiffar med bulgur och vitlökssås,"En tydlig vardagstallrik med köttfärsbiffar, bulgur och vitlökssås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-bulgur-och-vitlokssas.png,"beef patties with bulgur, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-bulgur-och-tomatsalsa,Köttfärsbiffar med bulgur och tomatsalsa,"En tydlig vardagstallrik med köttfärsbiffar, bulgur och tomatsalsa.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-bulgur-och-tomatsalsa.png,"beef patties with bulgur, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-bulgur-och-graddsas,Köttfärsbiffar med bulgur och gräddsås,"En tydlig vardagstallrik med köttfärsbiffar, bulgur och gräddsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-bulgur-och-graddsas.png,"beef patties with bulgur, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-bulgur-och-citronsas,Köttfärsbiffar med bulgur och citronsås,"En tydlig vardagstallrik med köttfärsbiffar, bulgur och citronsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-bulgur-och-citronsas.png,"beef patties with bulgur, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-nudlar-och-kall-ortsas,Köttfärsbiffar med nudlar och kall örtsås,"En tydlig vardagstallrik med köttfärsbiffar, nudlar och kall örtsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-nudlar-och-kall-ortsas.png,"beef patties with noodles, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-nudlar-och-vitlokssas,Köttfärsbiffar med nudlar och vitlökssås,"En tydlig vardagstallrik med köttfärsbiffar, nudlar och vitlökssås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-nudlar-och-vitlokssas.png,"beef patties with noodles, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-nudlar-och-tomatsalsa,Köttfärsbiffar med nudlar och tomatsalsa,"En tydlig vardagstallrik med köttfärsbiffar, nudlar och tomatsalsa.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-nudlar-och-tomatsalsa.png,"beef patties with noodles, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-nudlar-och-graddsas,Köttfärsbiffar med nudlar och gräddsås,"En tydlig vardagstallrik med köttfärsbiffar, nudlar och gräddsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-nudlar-och-graddsas.png,"beef patties with noodles, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-nudlar-och-citronsas,Köttfärsbiffar med nudlar och citronsås,"En tydlig vardagstallrik med köttfärsbiffar, nudlar och citronsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-nudlar-och-citronsas.png,"beef patties with noodles, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-ris-och-kall-ortsas,Laxfilé med ris och kall örtsås,"En tydlig vardagstallrik med laxfilé, ris och kall örtsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-ris-och-kall-ortsas.png,"salmon fillet with rice, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-ris-och-vitlokssas,Laxfilé med ris och vitlökssås,"En tydlig vardagstallrik med laxfilé, ris och vitlökssås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-ris-och-vitlokssas.png,"salmon fillet with rice, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-ris-och-tomatsalsa,Laxfilé med ris och tomatsalsa,"En tydlig vardagstallrik med laxfilé, ris och tomatsalsa.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-ris-och-tomatsalsa.png,"salmon fillet with rice, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-ris-och-graddsas,Laxfilé med ris och gräddsås,"En tydlig vardagstallrik med laxfilé, ris och gräddsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-ris-och-graddsas.png,"salmon fillet with rice, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-ris-och-citronsas,Laxfilé med ris och citronsås,"En tydlig vardagstallrik med laxfilé, ris och citronsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-ris-och-citronsas.png,"salmon fillet with rice, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-potatis-och-kall-ortsas,Laxfilé med potatis och kall örtsås,"En tydlig vardagstallrik med laxfilé, potatis och kall örtsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-potatis-och-kall-ortsas.png,"salmon fillet with boiled potatoes, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-potatis-och-vitlokssas,Laxfilé med potatis och vitlökssås,"En tydlig vardagstallrik med laxfilé, potatis och vitlökssås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-potatis-och-vitlokssas.png,"salmon fillet with boiled potatoes, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-potatis-och-tomatsalsa,Laxfilé med potatis och tomatsalsa,"En tydlig vardagstallrik med laxfilé, potatis och tomatsalsa.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-potatis-och-tomatsalsa.png,"salmon fillet with boiled potatoes, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-potatis-och-graddsas,Laxfilé med potatis och gräddsås,"En tydlig vardagstallrik med laxfilé, potatis och gräddsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-potatis-och-graddsas.png,"salmon fillet with boiled potatoes, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-potatis-och-citronsas,Laxfilé med potatis och citronsås,"En tydlig vardagstallrik med laxfilé, potatis och citronsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-potatis-och-citronsas.png,"salmon fillet with boiled potatoes, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-rostad-potatis-och-kall-ortsas,Laxfilé med rostad potatis och kall örtsås,"En tydlig vardagstallrik med laxfilé, rostad potatis och kall örtsås.",4,40,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-rostad-potatis-och-kall-ortsas.png,"salmon fillet with roasted potatoes, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-rostad-potatis-och-vitlokssas,Laxfilé med rostad potatis och vitlökssås,"En tydlig vardagstallrik med laxfilé, rostad potatis och vitlökssås.",4,40,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-rostad-potatis-och-vitlokssas.png,"salmon fillet with roasted potatoes, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-rostad-potatis-och-tomatsalsa,Laxfilé med rostad potatis och tomatsalsa,"En tydlig vardagstallrik med laxfilé, rostad potatis och tomatsalsa.",4,40,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-rostad-potatis-och-tomatsalsa.png,"salmon fillet with roasted potatoes, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-rostad-potatis-och-graddsas,Laxfilé med rostad potatis och gräddsås,"En tydlig vardagstallrik med laxfilé, rostad potatis och gräddsås.",4,40,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-rostad-potatis-och-graddsas.png,"salmon fillet with roasted potatoes, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-rostad-potatis-och-citronsas,Laxfilé med rostad potatis och citronsås,"En tydlig vardagstallrik med laxfilé, rostad potatis och citronsås.",4,40,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-rostad-potatis-och-citronsas.png,"salmon fillet with roasted potatoes, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-pasta-och-kall-ortsas,Laxfilé med pasta och kall örtsås,"En tydlig vardagstallrik med laxfilé, pasta och kall örtsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-pasta-och-kall-ortsas.png,"salmon fillet with pasta, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-pasta-och-vitlokssas,Laxfilé med pasta och vitlökssås,"En tydlig vardagstallrik med laxfilé, pasta och vitlökssås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-pasta-och-vitlokssas.png,"salmon fillet with pasta, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-pasta-och-tomatsalsa,Laxfilé med pasta och tomatsalsa,"En tydlig vardagstallrik med laxfilé, pasta och tomatsalsa.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-pasta-och-tomatsalsa.png,"salmon fillet with pasta, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-pasta-och-graddsas,Laxfilé med pasta och gräddsås,"En tydlig vardagstallrik med laxfilé, pasta och gräddsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-pasta-och-graddsas.png,"salmon fillet with pasta, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-pasta-och-citronsas,Laxfilé med pasta och citronsås,"En tydlig vardagstallrik med laxfilé, pasta och citronsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-pasta-och-citronsas.png,"salmon fillet with pasta, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-bulgur-och-kall-ortsas,Laxfilé med bulgur och kall örtsås,"En tydlig vardagstallrik med laxfilé, bulgur och kall örtsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-bulgur-och-kall-ortsas.png,"salmon fillet with bulgur, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-bulgur-och-vitlokssas,Laxfilé med bulgur och vitlökssås,"En tydlig vardagstallrik med laxfilé, bulgur och vitlökssås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-bulgur-och-vitlokssas.png,"salmon fillet with bulgur, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-bulgur-och-tomatsalsa,Laxfilé med bulgur och tomatsalsa,"En tydlig vardagstallrik med laxfilé, bulgur och tomatsalsa.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-bulgur-och-tomatsalsa.png,"salmon fillet with bulgur, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-bulgur-och-graddsas,Laxfilé med bulgur och gräddsås,"En tydlig vardagstallrik med laxfilé, bulgur och gräddsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-bulgur-och-graddsas.png,"salmon fillet with bulgur, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-bulgur-och-citronsas,Laxfilé med bulgur och citronsås,"En tydlig vardagstallrik med laxfilé, bulgur och citronsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-bulgur-och-citronsas.png,"salmon fillet with bulgur, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-nudlar-och-kall-ortsas,Laxfilé med nudlar och kall örtsås,"En tydlig vardagstallrik med laxfilé, nudlar och kall örtsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-nudlar-och-kall-ortsas.png,"salmon fillet with noodles, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-nudlar-och-vitlokssas,Laxfilé med nudlar och vitlökssås,"En tydlig vardagstallrik med laxfilé, nudlar och vitlökssås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-nudlar-och-vitlokssas.png,"salmon fillet with noodles, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-nudlar-och-tomatsalsa,Laxfilé med nudlar och tomatsalsa,"En tydlig vardagstallrik med laxfilé, nudlar och tomatsalsa.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-nudlar-och-tomatsalsa.png,"salmon fillet with noodles, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-nudlar-och-graddsas,Laxfilé med nudlar och gräddsås,"En tydlig vardagstallrik med laxfilé, nudlar och gräddsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-nudlar-och-graddsas.png,"salmon fillet with noodles, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
laxfile-med-nudlar-och-citronsas,Laxfilé med nudlar och citronsås,"En tydlig vardagstallrik med laxfilé, nudlar och citronsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/laxfile-med-nudlar-och-citronsas.png,"salmon fillet with noodles, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
